,attribute
2715,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears
2716,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears
2717,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears
2718,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears
2719,OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear
2720,OperatingLeasesFutureMinimumPaymentsReceivableThereafter
2721,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear
2722,OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease
2723,OperatingLeasesIncomeStatementLeaseRevenue
2724,OperatingLeasesIncomeStatementSubleaseRevenue
2725,OperatingLeasesOfLessorContingentRentalsBasisSpreadOnVariableRate
2726,OperatingLeasesRentExpenseContingentRentals
2727,OperatingLeasesRentExpenseMinimumRentals
2728,OperatingLeasesRentExpenseNet
2729,OperatingLeasesRentExpenseSubleaseRentals
2730,OperatingLeasesRentExpenseSubleaseRentals1
2731,OperatingLossCarryforwards
2732,OperatingLossCarryforwardsValuationAllowance
2733,OptionIndexedToIssuersEquityIndexedShares
2734,OptionIndexedToIssuersEquityStrikePrice
2735,OptionIndexedToIssuersEquityStrikePrice1
2736,OriginationOfMortgageServicingRightsMSRs
2737,OtherAccountsPayableAndAccruedLiabilities
2738,OtherAccruedLiabilitiesCurrent
2739,OtherAccruedLiabilitiesCurrentAndNoncurrent
2740,OtherAccruedLiabilitiesNoncurrent
2741,OtherAdditionalCapital
2742,OtherAdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations
2743,OtherAmortizationOfDeferredCharges
2744,OtherAssetImpairmentCharges
2745,OtherAssets
2746,OtherAssetsCurrent
2747,OtherAssetsFairValueDisclosure
2748,OtherAssetsMiscellaneous
2749,OtherAssetsMiscellaneousCurrent
2750,OtherAssetsMiscellaneousNoncurrent
2751,OtherAssetsNoncurrent
2752,OtherBorrowings
2753,OtherCashEquivalentsAtCarryingValue
2754,OtherCommitment
2755,OtherCommitmentDueAfterFifthYear
2756,OtherCommitmentDueInFifthYear
2757,OtherCommitmentDueInFourthYear
2758,OtherCommitmentDueInNextTwelveMonths
2759,OtherCommitmentDueInSecondYear
2760,OtherCommitmentDueInThirdYear
2761,OtherCommitmentsFutureMinimumPaymentsRemainderOfFiscalYear
2762,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax
2763,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax
2764,OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax
2765,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease
2766,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease
2767,OtherComprehensiveIncomeAvailableForSaleSecuritiesTax
2768,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent
2769,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest
2770,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent
2771,OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent
2772,OtherComprehensiveIncomeCumulativeEffectOfChangeInAccountingPrincipleNetOfTaxes
2773,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax
2774,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsArisingDuringPeriodTax
2775,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax
2776,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPeriodIncreaseDecrease
2777,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent
2778,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease
2779,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest
2780,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent
2781,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax
2782,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax
2783,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax
2784,OtherComprehensiveIncomeDefinedBenefitPlansTax
2785,OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent
2786,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease
2787,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToParent
2788,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease
2789,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToNoncontrollingInterest
2790,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent
2791,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease
2792,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent
2793,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax
2794,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax
2795,OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax
2796,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease
2797,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent
2798,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease
2799,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest
2800,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent
2801,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax
2802,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax
2803,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax
2804,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax
2805,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax
2806,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent
2807,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax
2808,OtherComprehensiveIncomeForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax
2809,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax
2810,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax
2811,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax
2812,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax
2813,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax
2814,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect
2815,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsAndTax
2816,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax
2817,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax
2818,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
2819,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesBeforeReclassificationAdjustmentsTax
2820,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax
2821,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax
2822,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax
2823,OtherComprehensiveIncomeLossBeforeReclassificationsTax
2824,OtherComprehensiveIncomeLossBeforeTax
2825,OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease
2826,OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToNoncontrollingInterest
2827,OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent
2828,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax
2829,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxNoncontrollingInterest
2830,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTaxParent
2831,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTax
2832,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationBeforeTaxParent
2833,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax
2834,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTaxParent
2835,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax
2836,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax
2837,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationTax
2838,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax
2839,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax
2840,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationTax
2841,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAdjustmentsBeforeTax
2842,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent
2843,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsTax
2844,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseBeforeAdjustmentsAndTax
2845,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax
2846,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax
2847,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax
2848,OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax
2849,OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax
2850,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTax
2851,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustment
2852,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent
2853,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionBeforeTaxAfterReclassificationAdjustment
2854,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionAfterTax
2855,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionBeforeTax
2856,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionTax
2857,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodAfterTax
2858,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodBeforeTax
2859,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodTax
2860,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax
2861,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax
2862,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax
2863,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax
2864,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax
2865,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax
2866,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax
2867,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax
2868,OtherComprehensiveIncomeLossForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax
2869,OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax
2870,OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossReclassificationBeforeTax
2871,OtherComprehensiveIncomeLossNetOfTax
2872,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease
2873,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest
2874,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
2875,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax
2876,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax
2877,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax
2878,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax
2879,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax
2880,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect
2881,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax
2882,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax
2883,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax
2884,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax
2885,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax
2886,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax
2887,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax
2888,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax
2889,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesBeforeTax
2890,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesNetOfTax
2891,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesTax
2892,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax
2893,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax
2894,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax
2895,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax
2896,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax
2897,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax
2898,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax
2899,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax
2900,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax
2901,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax
2902,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax
2903,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax
2904,OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax
2905,OtherComprehensiveIncomeLossTax
2906,OtherComprehensiveIncomeLossTaxPortionAttributableToNoncontrollingInterest
2907,OtherComprehensiveIncomeLossTaxPortionAttributableToParent
2908,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1
2909,OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax
2910,OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax
2911,OtherComprehensiveIncomeOtherNetOfTax
2912,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax
2913,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax
2914,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax
2915,OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeNetOfTax
2916,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax
2917,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax
2918,OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax
2919,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax
2920,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax
2921,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax
2922,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax
2923,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax
2924,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax
2925,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax
2926,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax
2927,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax
2928,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax
2929,OtherCostAndExpenseOperating
2930,OtherCostOfOperatingRevenue
2931,OtherCostOfServices
2932,OtherDeferredCostsGross
2933,OtherDeferredCostsNet
2934,OtherDeferredCreditsCurrent
2935,OtherDeferredCreditsNoncurrent
2936,OtherDepreciationAndAmortization
2937,OtherDerivativesNotDesignatedAsHedgingInstrumentsAssetsAtFairValue
2938,OtherDerivativesNotDesignatedAsHedgingInstrumentsLiabilitiesAtFairValue
2939,OtherExpenses
2940,OtherFiniteLivedIntangibleAssetsGross
2941,OtherGeneralAndAdministrativeExpense
2942,OtherGeneralExpense
2943,OtherIncome
2944,OtherIncreaseDecreaseInProvisionForRestructuring
2945,OtherIndefiniteLivedIntangibleAssets
2946,OtherIntangibleAssetsNet
2947,OtherInterestAndDividendIncome
2948,OtherInventoriesSpareParts
2949,OtherInventoryNetOfReserves
2950,OtherInventoryPurchasedGoods
